Column1,Column2,Column3,Column4,Column5
,tivalaiyoṭu,tivalai[DEDR3398],soc.,
,tivalaiyiṉ,tivalai[DEDR3398],obl.,
tiḷai,,tiḷai[DEDR3257],v.11.|1.,to bubble; TL: v. 1 to sport in water
,tiḷaikkum,tiḷai[DEDR3257],pey.,
tiṟṟi,,tiṟṟi[DEDR3262],n.,"eatables, meat"
tiṟa,,tiṟa[DEDR3259],v.12.,to open
,tiṟa,tiṟa[DEDR3259],ipt.,
,tiṟakkum,tiṟa[DEDR3259],pey.,
,tiṟanta,tiṟa[DEDR3259],p.a.|pey.,
,tiṟanta,tiṟa[DEDR3259],n.pl.|p.a.,
,tiṟantavai,tiṟa[DEDR3259],part.n.|n.pl.|p.a.,
,tiṟantaṉa,tiṟa[DEDR3259],n.pl.|p.a.,
,tiṟantu,tiṟa[DEDR3259],abs.,
,tiṟappa,tiṟa[DEDR3259],inf.,
,tiṟappal,tiṟa[DEDR3259],sg.|1.,
,tiṟappu,tiṟa[DEDR3259],n.,
,tiṟappiṉ,tiṟa[DEDR3259],obl.,
-tiṟam,,-tiṟam,loc.,suff.
,-tiṟattu,-tiṟam,loc.,
tiṟam,,tiṟam[DEDR3260],n.,"element, reason, issue, side"
,tiṟattu,tiṟam[DEDR3260],obl.,
,tiṟavatu,tiṟam[DEDR3260],pron.n.|n.sg.,
,tiṟavar,tiṟam[DEDR3260],pron.n.|3.,
,tiṟavār,tiṟam[DEDR3260],pron.n.|3.,
,tiṟavōr,tiṟam[DEDR3260],pron.n.|3.,
,tiṟaṉ,tiṟam[DEDR3260],n.,
tiṟam,,tiṟam[TL],n.,a secondary melody type
,tiṟattiṉ,tiṟam[TL],comp.,
,tiṟattiṉum,tiṟam[TL],comp.,
tiṟampu,,tiṟampu[TL],v.5.,(not DEDR):  to swerve
,tiṟampal,tiṟampu[TL],ipt.|neg.,
tiṟal,,tiṟal[DEDR3260],n.,power
tiṟai,,tiṟai[DEDR3441],n.,tribute
tiṉ,,tiṉ[DEDR3263],v.8.|v.r.,(a):  to eat –
,tiṉṟa,tiṉ[DEDR3263],p.a.|pey.,
,tiṉṟataṉ,tiṉ[DEDR3263],part.n.|n.sg.|obl.|p.a.,
,tiṉṟal,tiṉ[DEDR3263],v.n.,
,tiṉṟaliṉ,tiṉ[DEDR3263],obl.|v.n.,
,tiṉṟavar,tiṉ[DEDR3263],part.n.|p.a.|3.,
,tiṉṟu,tiṉ[DEDR3263],abs.,
,tiṉṟeṉa,tiṉ[DEDR3263],caus.|abs.,
,tiṉa,tiṉ[DEDR3263],inf.,
tiṉai,,tiṉai[DEDR3265],n.,Italian millet (Setaria italicum)
,tiṉaikku,tiṉai[DEDR3265],dat.,
tī,,tī[DEDR3266],n.,fire
,tīyiṉ,tī[DEDR3266],obl.,
,tīya,tī[DEDR3266],adj.,
,tī,tī[DEDR3266],v.11.,
,tīttu,tī[DEDR3266],abs.,
,tī,tī[DEDR3266],v.4.,
,tīnta,tī[DEDR3266],p.a.|pey.,
,tīya,tī[DEDR3266],inf.,
,tīy,tī[DEDR3266],v.4.,
,tīynta,tī[DEDR3266],p.a.|pey.,
,tīyntaṉaiyar,tī[DEDR3266],p.a.|pey.,
,tīy,tī[DEDR3266],v.11.|tr.,
,tīyppu,tī[DEDR3266],abs.,
tī,,tī[DEDR3267],n.,evil
,tīṅku,tī[DEDR3267],n.,
,tītu,tī[DEDR3267],n.,
,tītoṭu,tī[DEDR3267],soc.,
,tīya,tī[DEDR3267],n.pl.,
,tīmai,tī[DEDR3267],n.,
tīṇṭu,,tīṇṭu[DEDR3274],v.5.,"to come into contact, to grip"
,tīṇṭal,tīṇṭu[DEDR3274],v.n.,
,tīṇṭaliṉ,tīṇṭu[DEDR3274],obl.|v.n.,
,tīṇṭā,tīṇṭu[DEDR3274],neg.|pey.,
,tīṇṭi,tīṇṭu[DEDR3274],abs.,
,tīṇṭiya,tīṇṭu[DEDR3274],p.a.|pey.,
,tīṇṭiya,tīṇṭu[DEDR3274],inf.,
,tīṇṭum,tīṇṭu[DEDR3274],pey.,
tīttaṉ,,tīttaṉ,p.n.,~ Tittaṉ  of a Cōḻa king
tīm,,tīm[DEDR3268],adj.,(a):  sweet
,tīntu,tīm[DEDR3268],pron.n.|n.sg.,
,tīviya,tīm[DEDR3268],pron.n.|n.pl.,
,tīntoṭai,tīm[DEDR3268],n.,
tīr,,tīr[DEDR3278],v.11.|v.r.|tr.,to end –
,tīrkkam,tīr[DEDR3278],sub.|pl.|1.,
,tīrkkum,tīr[DEDR3278],pey.,
,tīr,tīr[DEDR3278],v.4.|v.r.|tr.,
,tīrka,tīr[DEDR3278],opt.,
,tīrkam,tīr[DEDR3278],sub.|pl.|1.,
,tīrkuvaḷ,tīr[DEDR3278],f.sg.|i.a.,
,tīrnta,tīr[DEDR3278],p.a.|pey.,
,tīrntaṉaḷ,tīr[DEDR3278],f.sg.|p.a.,
,tīrntaṉaiyar,tīr[DEDR3278],p.a.|pey.,
,tīrntāṅku,tīr[DEDR3278],comp.|abs.,
,tīrntu,tīr[DEDR3278],abs.,
,tīra,tīr[DEDR3278],inf.,
,tīrā,tīr[DEDR3278],neg.|pey.,
,tīrāḷ,tīr[DEDR3278],f.sg.|neg.,
,tīriya,tīr[DEDR3278],inf.,
,tīrum,tīr[DEDR3278],,
tukaḷ,,tukaḷ[DEDR3283],n.,dust
,tukaḷiṉ,tukaḷ[DEDR3283],obl.,
tukir,,tukir[DEDR3284],n.,coral
,tukiriṉ,tukir[DEDR3284],obl.,
tukil,,tukil[DEDR3285],n.,fine cloth
,tukiliṉ,tukil[DEDR3285],obl.,
tukilikai,,tukilikai[TL],n.,(not DEDR):  painter’s pencil
tuccil,,tuccil[TL],n.,(not DEDR; Paṭṭiṉap. 58):  shelter
tuñcu,,tuñcu[DEDR3291],v.5.|v.r.,to sleep
,tuñcu,tuñcu[DEDR3291],r.n.,
,tuñca,tuñcu[DEDR3291],inf.,
,tuñcal,tuñcu[DEDR3291],v.n.,
,tuñcalam,tuñcu[DEDR3291],neg.|pl.|1.,
,tuñcilam,tuñcu[DEDR3291],neg.|pl.|1.,
,tuñcā,tuñcu[DEDR3291],neg.|pey.,
,tuñcā,tuñcu[DEDR3291],abs.|neg.,
,tuñcā,tuñcu[DEDR3291],n.pl.|neg.,
,tuñcātu,tuñcu[DEDR3291],abs.|neg.,
,tuñcātu,tuñcu[DEDR3291],part.n.|n.sg.|neg.,
,tuñcātēṉ,tuñcu[DEDR3291],neg.|sg.|1.,
,tuñcām,tuñcu[DEDR3291],neg.|pl.|1.,
,tuñcāy,tuñcu[DEDR3291],neg.|sg.|2.,
,tuñcār,tuñcu[DEDR3291],neg.|3.,
,tuñcāḷ,tuñcu[DEDR3291],f.sg.|neg.,
,tuñci,tuñcu[DEDR3291],abs.,
,tuñciṉ,tuñcu[DEDR3291],cond.,
,tuñciya,tuñcu[DEDR3291],p.a.|pey.,
,tuñcilaṉ,tuñcu[DEDR3291],neg.|sg.|1.,
,tuñcilum,tuñcu[DEDR3291],conc.,
,tuñciṉaḷ,tuñcu[DEDR3291],f.sg.|p.a.,
,tuñciṉ,tuñcu[DEDR3291],cond.|2.,
,tuñciṉum,tuñcu[DEDR3291],conc.,
,tuñciṉai,tuñcu[DEDR3291],p.a.|sg.|2.,
,tuñcuti,tuñcu[DEDR3291],sub.|sg.|2.,
,tuñcunar,tuñcu[DEDR3291],part.n.|i.a.|3.,
,tuñcunaṉ,tuñcu[DEDR3291],part.n.|m.sg.|i.a.,
,tuñcum,tuñcu[DEDR3291],pey.,
,tuñcum,tuñcu[DEDR3291],sg.|3.,
,tuñcuvatu,tuñcu[DEDR3291],part.n.|n.sg.|i.a.,
,tuñcēṉ,tuñcu[DEDR3291],neg.|sg.|1.,
tuṭkeṉ,,tuṭkeṉ[TL],v.8.|id.,(DEDS 2762: v. 8. to be alarmed?)
,tuṭkeṉṟaṉṟu,tuṭkeṉ[TL],n.sg.|p.a.,
tuṭakku,,tuṭakku[DEDR3480],v.5.,"to catch hold of, to get entangled"
,tuṭakkaliṉ,tuṭakku[DEDR3480],obl.|v.n.,
,tuṭakki,tuṭakku[DEDR3480],abs.,
,tuṭakkiya,tuṭakku[DEDR3480],inf.,
tuṭaṅku,,tuṭaṅku[DEDR3481],v.5.|v.r.,to begin –
,tuṭaṅkaliṉ,tuṭaṅku[DEDR3481],obl.|v.n.,
,tuṭaṅki,tuṭaṅku[DEDR3481],abs.,
,tuṭaṅkiṉṟu,tuṭaṅku[DEDR3481],n.sg.|p.a.,
,tuṭaṅkiṉa,tuṭaṅku[DEDR3481],n.pl.|p.a.,
,tuṭaṅkiṉar,tuṭaṅku[DEDR3481],p.a.|3.,
,tuṭaṅkiṉaḷ,tuṭaṅku[DEDR3481],f.sg.|p.a.,
,tuṭaṅkupu,tuṭaṅku[DEDR3481],abs.,
tuṭavai,,tuṭavai[DEDR3549],n.,grove
,tuṭavaiya,tuṭavai[DEDR3549],adj.,
,tuṭavaiyam,tuṭavai[DEDR3549],adj.,
,toṭavai,tuṭavai[DEDR3549],n.,
tuṭi,,tuṭi[DEDR3297],n.,small drum shaped like hour-glass
,tuṭiyiṉ,tuṭi[DEDR3297],obl.,
,tuṭippaṭuttu,tuṭi[DEDR3297],abs.,
,tuṭippaṭa,tuṭi[DEDR3297],inf.,
tuṭuppu,,tuṭuppu[DEDR3299],n.,"spatula, ladle"
tuṭumeṉ,,tuṭumeṉ[DEDR3200],v.8.|id.,denoting something falling into water
,tuṭumeṉa,tuṭumeṉ[DEDR3200],adv.|inf.,
tuṭai,,tuṭai[DEDR3302],n.,thigh
tuṭai,,tuṭai[DEDR3301],v.11.|v.r.,"to wipe off, to brush –"
,tuṭaikkum,tuṭai[DEDR3301],pey.,
,tuṭaitta,tuṭai[DEDR3301],p.a.|pey.,
,tuṭaippa,tuṭai[DEDR3301],i.a.|pl.|3.,
,tuṭaippār,tuṭai[DEDR3301],part.n.|i.a.|3.,
,tuṭaimār,tuṭai[DEDR3301],inf.,
,tuṭaiyiṉaḷ,tuṭai[DEDR3301],f.sg.|p.a.,
tuṇṇeṉ,,tuṇṇeṉ[TL],v.8.|id.|1.|2.|3.,startling  fright  suddenness
,tuṇṇeṉa,tuṇṇeṉ[TL],adv.|inf.,
tuṇaṅku,,tuṇaṅku[TL],n.,(not TIP!):  darkness
tuṇaṅkai,,tuṇaṅkai[TL],n.,(not DEDR):  a kind of dance
tuṇar,,tuṇar[DEDR3308],n.,bunch
,tuṇar,tuṇar[DEDR3308],v.4.|1.,
,tuṇarntaṉṉa,tuṇar[DEDR3308],comp.|pey.,
,tuṇara,tuṇar[DEDR3308],inf.,
tuṇi,,tuṇi[DEDR3305],n.,"fragment, bit"
tuṇi,,tuṇi[DEDR3305]2,v.4.|v.r.,to resolve; to become clear
,tuṇikuvar,tuṇi[DEDR3305]2,i.a.|3.,
,tuṇikuvaṉ,tuṇi[DEDR3305]2,m.sg.|i.a.,
,tuṇital,tuṇi[DEDR3305]2,v.n.,
,tuṇinta,tuṇi[DEDR3305]2,p.a.|pey.,
,tuṇintatu,tuṇi[DEDR3305]2,part.n.|n.sg.,
,tuṇintaṉṉa,tuṇi[DEDR3305]2,comp.|pey.,
,tuṇintu,tuṇi[DEDR3305]2,abs.,
,tuṇintōṉ,tuṇi[DEDR3305]2,part.n.|m.sg.|p.a.,
,tuṇiya,tuṇi[DEDR3305]2,inf.,
,tuṇiyil,tuṇi[DEDR3305]2,cond.,
,tuṇiyiṉ,tuṇi[DEDR3305]2,cond.,
,tuṇiyum,tuṇi[DEDR3305]2,pey.,
,tuṇivaṉ,tuṇi[DEDR3305]2,m.sg.|i.a.,
,tuṇivu,tuṇi[DEDR3305]2,n.,
tuṇai,,tuṇai[DEDR3308],r.n.,"consort, mate"
,tuṇaikku,tuṇai[DEDR3308],dat.,
,tuṇaiyiṉ,tuṇai[DEDR3308],obl.,
,tuṇaiyoṭu,tuṇai[DEDR3308],soc.,
,tuṇaiyōṭ’,tuṇai[DEDR3308],san.|soc.,
,tuṇaiya,tuṇai[DEDR3308],adj.,
,tuṇaiyōr,tuṇai[DEDR3308],pron.n.|3.,
,tuṇaivar,tuṇai[DEDR3308],pron.n.|3.,
,tuṇaivaṉ,tuṇai[DEDR3308],pron.n.|m.sg.,
,tuṇai,tuṇai[DEDR3308],v.11.|v.r.,
,tuṇaikkum,tuṇai[DEDR3308],pey.,
,tuṇaippa,tuṇai[DEDR3308],inf.,
,tuṇaiyā,tuṇai[DEDR3308],abs.|neg.,
tuṇai,,tuṇai[DEDR3308]2,v.11.,to wind
,tuṇaitta,tuṇai[DEDR3308]2,p.a.|pey.,
tutti,,tutti[TL],n.,"(not DEDR):  streaky spots below the navel, stretch marks"
tuttu,,tuttu[TL],n.,"(not DEDR):  lie, fault, deceit"
tutiya,,tutiya[TL],adj.|3.|n.,"of tuti (this passage, cf. PN 3515):  sheath"
tutai,,tutai[DEDR3315],v.4.|v.r.,to be dense
,tutainta,tutai[DEDR3315],p.a.|pey.,
tuppu,,tuppu[TL],n.,(not DEDR):  vigour
,tuppiṉ,tuppu[TL],obl.,
,tuppoṭu,tuppu[TL],soc.,
tuppu,,tuppu[DEDR3284],n.,(cf. ):  red coral
,tuppiṉ,tuppu[DEDR3284],obl.,
tumpi,,tumpi[DEDR3328],n.,bee
tummu,,tummu[DEDR3336],v.5.,to sneeze
,tummum,tummu[DEDR3336],pey.,
tumi,,tumi[DEDR3325],v.11.,to cut off
,tumikkum,tumi[DEDR3325],pey.,
,tumitta,tumi[DEDR3325],p.a.|pey.,
,tumippa,tumi[DEDR3325],inf.,
,tumi,tumi[DEDR3325],v.4.,
,tumiya,tumi[DEDR3325],p.a.|pey.,
,tumiya,tumi[DEDR3325],inf.,
,tumiyar,tumi[DEDR3325],inf.,
tuy,,tuy[DEDR3393],n.,cotton; softness
,tuy,tuy[DEDR3393],n.,
,tuytu,tuy[DEDR3393],pron.n.|n.sg.,
tuy,,tuy[DEDR3282],v.11.,to enjoy
,tuykkum,tuy[DEDR3282],pey.,
,tuytta,tuy[DEDR3282],p.a.|pey.,
,tuyttal,tuy[DEDR3282],v.n.,
,tuyttu,tuy[DEDR3282],abs.,
,tuyppa,tuy[DEDR3282],inf.,
tuyakku,,tuyakku[TL],n.,(not DEDR):  desire
tuyar,,tuyar[DEDR3513],n.,misery
,tuyaram,tuyar[DEDR3513],n.,
,tuyarattu,tuyar[DEDR3513],obl.,
,tuyaramoṭu,tuyar[DEDR3513],soc.|n.,
,tuyaramōṭ’,tuyar[DEDR3513],san.|soc.,
,tuyavu,tuyar[DEDR3513],n.,
,tuyar,tuyar[DEDR3513],v.4.,
,tuyarum,tuyar[DEDR3513],pey.,
tuyal,,tuyal[DEDR3376],v.5.|v.r.,(b):  to swing
,tuyalvantaṉṉa,tuyal[DEDR3376],comp.|pey.,
,tuyalvara,tuyal[DEDR3376],inf.,
,tuyalvarum,tuyal[DEDR3376],pey.,
,tuyalvu,tuyal[DEDR3376],n.,
tuyil,,tuyil[DEDR3291],n.,sleep
,tuyiliṉaḷ,tuyil[DEDR3291],pron.n.|f.sg.,
,tuyiṟṟu,tuyil[DEDR3291],v.5.,
,tuyiṟṟa,tuyil[DEDR3291],inf.,
,tuyiṟṟi,tuyil[DEDR3291],abs.,
,tuyiṟṟuka,tuyil[DEDR3291],opt.,
tura,,tura[DEDR3340],v.12.,to drive
,turakka,tura[DEDR3340],inf.,
,turakkum,tura[DEDR3340],pey.,
,turattaliṉ,tura[DEDR3340],obl.|v.n.,
,turantu,tura[DEDR3340],abs.,
,turappa,tura[DEDR3340],inf.,
turutti,,turutti[TL],n.,(not DEDR):  bellows
,turuttiyiṉ,turutti[TL],obl.,
turumpu,,turumpu[DEDR3346],n.,bits of straw
turu,,turu[TL],n.,(not DEDR):  sheep
,turuviṉ,turu[TL],obl.,
,turūu,turu[TL],m.l.,
,turuvai,turu[TL],n.,
,turuvaiyiṉ,turu[TL],obl.|2.,
tulaṅku,,tulaṅku[DEDR3359],v.5.|v.r.,"to move, sway (here and Kali 116) –"
tulai,,tulai[DEDR3519],v.4.,~ tolai (  to be lost)
,tulaiya,tulai[DEDR3519],inf.,
tuvvu,,tuvvu[DEDR3282],v.5.,"to eat, enjoy"
,tuvvā,tuvvu[DEDR3282],neg.|pey.,
tuvar,,tuvar[DEDR3284],n.,coral
,tuvariṉa,tuvar[DEDR3284],n.pl.|p.a.,
,tuvariṉar,tuvar[DEDR3284],pron.n.|3.,
tuvar,,tuvar[TL],v.4.,(not DEDR):  to divide
,tuvara,tuvar[TL],inf.,
,tuvarā,tuvar[TL],neg.|pey.,
tuvalai,,tuvalai[DEDR3398],n.,spray
,tuvalaiyiṉ,tuvalai[DEDR3398],obl.,
,tuvalaiyoṭu,tuvalai[DEDR3398],soc.,
,tuvalaiya,tuvalai[DEDR3398],pron.n.|n.pl.,
tuvaṉṟu,,tuvaṉṟu[DEDR3367],v.5.|v.r.,to fill up –
,tuvaṉṟi,tuvaṉṟu[DEDR3367],abs.,
,tuvaṉṟiya,tuvaṉṟu[DEDR3367],p.a.|pey.,
,tuvaṉṟum,tuvaṉṟu[DEDR3367],pey.,
tuvai,,tuvai[TL],v.11.,(not DEDR):  to make noise
,tuvaittu,tuvai[TL],abs.,
,tuvaiyā,tuvai[TL],abs.,
tuḻa,,tuḻa[DEDR3356],v.12.,to stir
,tuḻanta,tuḻa[DEDR3356],p.a.|pey.,
,tuḻantu,tuḻa[DEDR3356],abs.,
,tuḻavu,tuḻa[DEDR3356],v.5.,
,tuḻavum,tuḻa[DEDR3356],pey.,
,tuḻaii,tuḻa[DEDR3356],abs.,
,tuḻaiiya,tuḻa[DEDR3356],p.a.|pey.,
tuḷḷu,,tuḷḷu[DEDR3364],v.5.|v.r.,to hop
,tuḷḷiya,tuḷḷu[DEDR3364],p.a.|pey.,
,tuḷḷuvaṉa,tuḷḷu[DEDR3364],part.n.|n.pl.|i.a.,
tuḷakku,,tuḷakku[DEDR3359],v.5.,to shake
,tuḷakkum,tuḷakku[DEDR3359],pey.,
,tuḷaṅku,tuḷakku[DEDR3359],v.5.|v.r.,
,tuḷaṅka,tuḷakku[DEDR3359],inf.,
tuḷar,,tuḷar[TL],n.,(not DEDR):  weed
tuḷar,,tuḷar[TL]2,v.4.,(not DEDR):  to hoe
,tuḷarntu,tuḷar[TL]2,abs.,
tuḷi,,tuḷi[DEDR3361],r.n.,drop
,tuḷikku,tuḷi[DEDR3361],dat.,
,tuḷi,tuḷi[DEDR3361],v.11.,
,tuḷippa,tuḷi[DEDR3361],inf.,
tuḷir,,tuḷir[DEDR3131],n.,~ taḷir   sprout
tuḷu,,tuḷu[TL],p.n.,Tuḷu land
tuḷai,,tuḷai[DEDR3528],n.,orifice
,tuḷaiya,tuḷai[DEDR3528],pron.n.|n.pl.,
tuṟṟu,,tuṟṟu[DEDR3367],v.5.,to eat
,tuṟṟi,tuṟṟu[DEDR3367],abs.,
,tuṟṟum,tuṟṟu[DEDR3367],pey.,
,tuṟu,tuṟṟu[DEDR3367],v.6.|adj.|v.r.,
,tuṟṟaṉai,tuṟṟu[DEDR3367],p.a.|sg.|2.,
,tuṟṟu,tuṟṟu[DEDR3367],abs.,
,tuṟukal,tuṟṟu[DEDR3367],,
tuṟakkam,,tuṟakkam,n.,< Skt. dvaraka-  heaven
tuṟa,,tuṟa[DEDR3365],v.12.|v.r.,to abandon –
,tuṟakkum,tuṟa[DEDR3365],pey.,
,tuṟakkuvar,tuṟa[DEDR3365],i.a.|3.,
,tuṟattal,tuṟa[DEDR3365],v.n.,
,tuṟatti,tuṟa[DEDR3365],sg.|2.,
,tuṟanta,tuṟa[DEDR3365],p.a.|pey.,
,tuṟantavar,tuṟa[DEDR3365],part.n.|p.a.|3.,
,tuṟantaṉa,tuṟa[DEDR3365],n.pl.|p.a.,
,tuṟantaṉar,tuṟa[DEDR3365],p.a.|3.,
,tuṟantaṉaṉ,tuṟa[DEDR3365],m.sg.|p.a.,
,tuṟantu,tuṟa[DEDR3365],abs.,
,tuṟanteṉa,tuṟa[DEDR3365],caus.|abs.,
,tuṟantōr,tuṟa[DEDR3365],part.n.|p.a.|3.,
,tuṟappa,tuṟa[DEDR3365],inf.,
,tuṟappiṉ,tuṟa[DEDR3365],cond.,
,tuṟappōr,tuṟa[DEDR3365],part.n.|i.a.|3.,
,tuṟatantaṉaḷ,tuṟa[DEDR3365],f.sg.|p.a.,
,tuṟantirunta,tuṟa[DEDR3365],p.a.|pey.,
tuṟai,,tuṟai[DEDR3370],n.,"ghat, ford, harbour"
,tuṟai,tuṟai[DEDR3370],n.,
,tuṟaiyiṉum,tuṟai[DEDR3370],comp.,
,tuṟaivaṉ,tuṟai[DEDR3370],pron.n.|m.sg.,
,tuṟaiva,tuṟai[DEDR3370],voc.,
,tuṟaivaṟku,tuṟai[DEDR3370],dat.,
,tuṟaivaṉai,tuṟai[DEDR3370],acc.,
,tuṟaivaṉoṭu,tuṟai[DEDR3370],soc.,
,tuṟaivaṉōṭ’,tuṟai[DEDR3370],san.|soc.,
,tuṟaivaṉai,tuṟai[DEDR3370],pron.n.|sg.|2.,
,tuṟaivar,tuṟai[DEDR3370],,
,tuṟaivarkku,tuṟai[DEDR3370],dat.,
,tuṟaiyavarkku,tuṟai[DEDR3370],dat.,
,tuṟaiyavaṟku,tuṟai[DEDR3370],dat.,
tuṉṉu,,tuṉṉu[DEDR3367],v.5.|v.r.,to near
,tuṉṉa,tuṉṉu[DEDR3367],inf.,
,tuṉṉā,tuṉṉu[DEDR3367],abs.,
,tuṉṉal,tuṉṉu[DEDR3367],v.n.,
,tuṉṉalam,tuṉṉu[DEDR3367],neg.|pl.|1.,
,tuṉṉalaṉ,tuṉṉu[DEDR3367],neg.|sg.|1.,
,tuṉṉar,tuṉṉu[DEDR3367],neg.|3.,
,tuṉṉār,tuṉṉu[DEDR3367],neg.|3.,
,tuṉṉi,tuṉṉu[DEDR3367],abs.,
,tuṉṉiya,tuṉṉu[DEDR3367],p.a.|pey.,
,tuṉṉukam,tuṉṉu[DEDR3367],sub.|pl.|1.,
,tuṉṉutal,tuṉṉu[DEDR3367],v.n.,
tuṉpam,,tuṉpam[DEDR3372],n.,distress
,tuṉpu,tuṉpam[DEDR3372],n.,
,tuṉpuṟu,tuṉpam[DEDR3372],v.r.,
tuṉi,,tuṉi[DEDR3372],n.,disgust
,tuṉi,tuṉi[DEDR3372],v.11.,
,tuṉiyal,tuṉi[DEDR3372],ipt.|neg.,
tuṉai,,tuṉai[TL],v.4.|v.r.,(not DEDR): /5. to hasten
,tuṉaii,tuṉai[TL],abs.,
,tuṉaiyatiṉ,tuṉai[TL],part.n.|n.sg.|neg.|obl.,
,tuṉaiyariṉ,tuṉai[TL],part.n.|neg.|obl.|3.,
,tuṉaitaru,tuṉai[TL],v.r.,
tū,,tū[DEDR3338],n.,purity
,tūu,tū[DEDR3338],adj.,
,tūy,tū[DEDR3338],adj.,
,tūya,tū[DEDR3338],,
,tūuya,tū[DEDR3338],adj.,
tūkkaṇaṅ,,,,
"kurīi""",,tūkkaṇaṅ,,
"kurīi""",n.,ib.,,
,tūṅkaṇaṅ,,,
"kurīi""",tūkkaṇaṅ,,,
"kurīi""",n.,,,
tūkku,,tūkku[DEDR3376],v.5.|v.r.,"(a):  to lift, to weigh –"
,tūkka,tūkku[DEDR3376],inf.,
,tūkkaliṉ,tūkku[DEDR3376],obl.|v.n.,
,tūkkā,tūkku[DEDR3376],abs.,
,tūkki,tūkku[DEDR3376],abs.,
,tūkkiya,tūkku[DEDR3376],p.a.|pey.,
,tūkkiyaṉṉa,tūkku[DEDR3376],comp.|pey.,
,tūkkiṉ,tūkku[DEDR3376],cond.,
,tūkkutoṟum,tūkku[DEDR3376],indef.,
,tūkkum,tūkku[DEDR3376],pey.,
,tūṅku,tūkku[DEDR3376],v.5.|v.r.,
,tūṅka,tūkku[DEDR3376],inf.,
,tūṅkal,tūkku[DEDR3376],v.n.,
,tūṅki,tūkku[DEDR3376],abs.,
,tūṅkiya,tūkku[DEDR3376],inf.,
,tūṅkiṉṟu,tūkku[DEDR3376],n.sg.|p.a.,
,tūṅkutal,tūkku[DEDR3376],v.n.,
,tūṅkutaṟku,tūkku[DEDR3376],dat.|v.n.,
,tūṅkupu,tūkku[DEDR3376],abs.,
,tūṅkum,tūkku[DEDR3376],pey.,
tūṇ,,tūṇ[DEDR],n.,"App. 44 (Turner, CDIAL, no. 13774, Skt. sthūṇā-, Pali Pkt. thūṇā-. DED(S) 2780):  pillar"
tūṇṭil,,tūṇṭil[DEDR3379],n.,fish-hook
,tūṇṭiliṉ,tūṇṭil[DEDR3379],obl.,
tūṇṭu,,tūṇṭu[TL],v.5.,(not DEDR):  to pound (P.U.: kuttutal; this passage)
tūṇi,,tūṇi[TL],p.n.,(not DEDR):  of a measure
tūṇi,,tūṇi,n.,< Skt. tūṇī-  quiver
tūtu,,tūtu,n.,"< Skt. dūta-  messenger, message"
,tūtoṭu,tūtu,soc.,
tūmpu,,tūmpu[DEDR3389],n.,tube
,tūmpiṉ,tūmpu[DEDR3389],obl.,
,tūmpa,tūmpu[DEDR3389],adj.,
,tūmpu,tūmpu[DEDR3389],n.,
,tūmpoṭu,tūmpu[DEDR3389],soc.,
tūr,,tūr[DEDR3390],v.11.,to fill up
,tūrkkum,tūr[DEDR3390],pey.,
,tūrppa,tūr[DEDR3390],inf.,
,tūrttaṉa,tūr[DEDR3390],n.pl.|p.a.,
,tūr,tūr[DEDR3390],v.4.,
,tūrpu,tūr[DEDR3390],abs.,
,tūra,tūr[DEDR3390],inf.,
tūvi,,tūvi[DEDR3393],n.,feather
tūvu,,tūvu[DEDR3394],v.5.,to spatter
,tūum,tūvu[DEDR3394],pey.,
,tūuy,tūvu[DEDR3394],abs.,
,tūva,tūvu[DEDR3394],inf.,
,tūval,tūvu[DEDR3394],n.,
,tūvaliṉ,tūvu[DEDR3394],obl.,
,tūvaṟku,tūvu[DEDR3394],dat.,
,tūvalam,tūvu[DEDR3394],adj.,
tūvu,,tūvu[TL],v.5.,(not DEDR):  to rest
,tūvā,tūvu[TL],abs.|neg.,
tūṟṟu,,tūṟṟu[DEDR3402],v.5.,to spread
,tūṟṟa,tūṟṟu[DEDR3402],inf.,
,tūṟṟatu,tūṟṟu[DEDR3402],n.sg.|neg.,
,tūṟṟal,tūṟṟu[DEDR3402],v.n.,
,tūṟṟiṉum,tūṟṟu[DEDR3402],conc.,
,tūṟṟum,tūṟṟu[DEDR3402],pey.,
,tūṟu,tūṟṟu[DEDR3402],v.5.|tr.,
,tūṟi,tūṟṟu[DEDR3402],abs.,
tūṟu,,tūṟu[DEDR3401],n.,"bushes, shrubbery"
teyya,,teyya,n.,particle of admonition/exhortation (Sri)
teyvam,,teyvam[DBIA219],n.,< Skt. deva-  god
,teyvattu,teyvam[DBIA219],obl.,
teri,,teri[DEDR3419],v.4.|v.r.,"to be clear, to understand"
,terinta,teri[DEDR3419],p.a.|pey.,
,terintatu,teri[DEDR3419],n.sg.|p.a.,
,terinticiṉ,teri[DEDR3419],opt.|p.a.|sg.|2.,
,terintu,teri[DEDR3419],abs.,
,terimē,teri[DEDR3419],ipt.,
,teriya,teri[DEDR3419],inf.,
,terīiya,teri[DEDR3419],inf.,
,teriyātu,teri[DEDR3419],abs.|neg.,
,teriyiṉ,teri[DEDR3419],cond.,
,teriyum,teri[DEDR3419],pey.,
,terīi,teri[DEDR3419],inf.,
,terivu,teri[DEDR3419],n.,
,teri,teri[DEDR3419],v.11.|v.r.,
,teritta,teri[DEDR3419],p.a.|pey.,
teriyal,,teriyal[TL],n.,(DEDR 3419: selection?):  flower garland
terivai,,terivai[DEDR3421],n.,woman
