Column1,Column2,Column3,Column4,Column5
,ucāvunar,ucāvu[DEDR2892],part.n.|i.a.|3.,
uñaṟṟu,,uñaṟṟu[DEDR584],v.5.,to spur into action
,uñaṟṟaliṉ,uñaṟṟu[DEDR584],obl.|v.n.,
,uñaṟṟi,uñaṟṟu[DEDR584],abs.,
uṭku,,uṭku[DEDR703],v.5.|r.n.,to dread;  dread
,uṭka,uṭku[DEDR703],inf.,
,uṭkum,uṭku[DEDR703],pey.,
,uṭkuvaru,uṭku[DEDR703],,
uṭaṅku,,uṭaṅku[TL],adv.,"(not DEDR):  together, immediately"
uṭampaṭu,,uṭampaṭu[DEDR945],v.6.,to agree
,uṭampaṭṭa,uṭampaṭu[DEDR945],p.a.|pey.,
,uṭampaṭṭu,uṭampaṭu[DEDR945],abs.,
,uṭampaṭṭor,uṭampaṭu[DEDR945],part.n.|p.a.|3.,
,uṭampaṭa,uṭampaṭu[DEDR945],inf.,
,uṭampaṭutaliṉ,uṭampaṭu[DEDR945],obl.|v.n.,
,uṭampaṭunariṉ,uṭampaṭu[DEDR945],part.n.|i.a.|3.,
,uṭampaṭuvi,uṭampaṭu[DEDR945],part.n.|f.sg.|i.a.,
,uṭampāṭu,uṭampaṭu[DEDR945],n.,
,uṭaṉpaṭu,uṭampaṭu[DEDR945],v.6.,
,uṭaṉpaṭṭu,uṭampaṭu[DEDR945],abs.,
,uṭaṉpaṭṭōr,uṭampaṭu[DEDR945],part.n.|p.a.|3.,
,uṭaṉpaṭutaliṉ,uṭampaṭu[DEDR945],obl.|v.n.,
,uṭaṉpaṭunariṉ,uṭampaṭu[DEDR945],part.n.|i.a.|3.,
uṭampu,,uṭampu[DEDR586],n.,body
uṭal,,uṭal[DEDR2722],v.3.|v.r.,"/5. to quarrel, to be enraged –"
,uṭali,uṭal[DEDR2722],abs.,
,uṭaliṉaḷ,uṭal[DEDR2722],f.sg.|p.a.,
,uṭalunar,uṭal[DEDR2722],part.n.|i.a.|3.,
,uṭalunaḷ,uṭal[DEDR2722],part.n.|f.sg.|i.a.,
,uṭalumōr,uṭal[DEDR2722],part.n.|i.a.|3.,
,uṭaṉṟa,uṭal[DEDR2722],p.a.|pey.,
,uṭaṉṟaṉaḷ,uṭal[DEDR2722],f.sg.|p.a.,
,uṭaṉṟu,uṭal[DEDR2722],abs.,
,uṭaṟṟu,uṭal[DEDR2722],v.5.,
,uṭaṟṟa,uṭal[DEDR2722],inf.,
,uṭaṟṟiya,uṭal[DEDR2722],p.a.|pey.,
-uṭaṉ,,-uṭaṉ[DEDR945],encl.,"with, together ()"
,uṭaṉ,-uṭaṉ[DEDR945],,
,uṭam,-uṭaṉ[DEDR945],,
uṭu,,uṭu[DEDR585],n.,"feather of an arrow, arrowhead"
uṭu,,uṭu[DEDR587],v.11.|v.r.,"to put on, to encircle –"
,uṭāaḷ,uṭu[DEDR587],f.sg.|neg.,
,uṭāaṉ,uṭu[DEDR587],m.sg.|neg.,
,uṭīi,uṭu[DEDR587],abs.,
,uṭīiya,uṭu[DEDR587],inf.,
,uṭīiyar,uṭu[DEDR587],inf.,
,uṭukkum,uṭu[DEDR587],pey.,
,uṭutta,uṭu[DEDR587],p.a.|pey.,
,uṭuttu,uṭu[DEDR587],abs.,
,uṭuppiṉ,uṭu[DEDR587],cond.,
,uṭukkai,uṭu[DEDR587],n.,
uṭumpu,,uṭumpu[DEDR592],n.,iguana (Varanus bengalensis)
uṭumpu,,uṭumpu[DEDR],n.,TVG (neither nor TL):  a kind of tree
uṭai,,uṭai[DEDR587],n.,dress
,uṭaikku,uṭai[DEDR587],dat.,
,uṭaiyai,uṭai[DEDR587],pron.n.|sg.|2.,
-uṭai,,-uṭai[DEDR593],def.v.,possess-
,uṭaiya,-uṭai[DEDR593],adj.,
,uṭaittatu,-uṭai[DEDR593],n.sg.,
,uṭaittu,-uṭai[DEDR593],n.sg.,
,uṭaimati,-uṭai[DEDR593],ipt.,
,uṭaiya,-uṭai[DEDR593],n.pl.,
,uṭaiyatu,-uṭai[DEDR593],n.sg.,
,uṭaiyam,-uṭai[DEDR593],pl.|1.,
,uṭaiyar,-uṭai[DEDR593],3.,
,uṭaiyavaṉ,-uṭai[DEDR593],m.sg.,
,uṭaiyaḷ,-uṭai[DEDR593],f.sg.,
,uṭaiyaṉ,-uṭai[DEDR593],m.sg.,
,uṭaiyaṉ,-uṭai[DEDR593],sg.|1.,
,uṭaiyīr,-uṭai[DEDR593],pl.|2.,
,uṭaiyīrkku,-uṭai[DEDR593],dat.,
,uṭaiyēm,-uṭai[DEDR593],pl.|1.,
,uṭaiyeṉ,-uṭai[DEDR593],sg.|1.,
,uṭaiyēṉ,-uṭai[DEDR593],sg.|1.,
,uṭaiyai,-uṭai[DEDR593],sg.|2.,
,uṭaiyōy,-uṭai[DEDR593],sg.|2.,
,uṭaiyōr,-uṭai[DEDR593],3.,
,uṭaiyōrkku,-uṭai[DEDR593],dat.|3.,
,uṭaimai,-uṭai[DEDR593],n.,
,uṭaimaiyiṉ,-uṭai[DEDR593],obl.,
,uṭaimaiyil,-uṭai[DEDR593],loc.,
uṭai,,uṭai[DEDR946],v.4.|v.r.|tr.,in to break –
,uṭaika,uṭai[DEDR946],opt.,
,uṭainta,uṭai[DEDR946],p.a.|pey.,
,uṭaintataṟku,uṭai[DEDR946],n.sg.|dat.|p.a.|v.n.,
,uṭaintaṉṉa,uṭai[DEDR946],comp.|pey.,
,uṭaintu,uṭai[DEDR946],abs.,
,uṭaiya,uṭai[DEDR946],inf.,
,uṭaiyum,uṭai[DEDR946],pey.,
,uṭaivataṉ,uṭai[DEDR946],part.n.|n.sg.|i.a.|obl.,
,uṭaitaru,uṭai[DEDR946],v.r.,
,uṭaitarum,uṭai[DEDR946],pey.,
,uṭai,uṭai[DEDR946],v.11.|v.r.|tr.,
,uṭaii,uṭai[DEDR946],abs.,
,uṭaikkum,uṭai[DEDR946],pey.,
,uṭaitta,uṭai[DEDR946],p.a.|pey.,
,uṭaittal,uṭai[DEDR946],v.n.,
,uṭaittaṉṉa,uṭai[DEDR946],comp.|pey.,
,uṭaittaṉaiyatu,uṭai[DEDR946],n.sg.|pey.,
,uṭaiyū,uṭai[DEDR946],abs.,
,uṭaippu,uṭai[DEDR946],n.,
,uṭaippiṉ,uṭai[DEDR946],obl.,
uṇ,,uṇ[TL],n.,(cf. uṇkaṇ; not DEDR):  kajal
uṇ,,uṇ[DEDR600],v.7.|v.r.,"to eat, to absorb –"
,uṇ,uṇ[DEDR600],ipt.,
,uṇka,uṇ[DEDR600],opt.,
,uṇku,uṇ[DEDR600],sub.|sg.|1.,
,uṇkum,uṇ[DEDR600],sub.|pl.|1.,
,uṇṭa,uṇ[DEDR600],p.a.|pey.,
,uṇṭal,uṇ[DEDR600],v.n.,
,uṇṭaliṉ,uṇ[DEDR600],obl.|v.n.,
,uṇṭaṉa,uṇ[DEDR600],n.pl.|p.a.,
,uṇṭaṉa,uṇ[DEDR600],part.n.|n.pl.|p.a.,
,uṇṭaṉaḷ,uṇ[DEDR600],f.sg.|p.a.,
,uṇṭaṉai,uṇ[DEDR600],p.a.|sg.|2.,
,uṇṭu,uṇ[DEDR600],abs.,
,uṇṭōr,uṇ[DEDR600],part.n.|p.a.|3.,
,uṇṇā,uṇ[DEDR600],neg.|pey.,
,uṇṇā,uṇ[DEDR600],abs.|neg.,
,uṇṇā,uṇ[DEDR600],pey.,
,uṇṇā,uṇ[DEDR600],n.pl.|neg.,
,uṇṇātu,uṇ[DEDR600],abs.|neg.,
,uṇṇātōḷ,uṇ[DEDR600],part.n.|f.sg.|neg.,
,uṇṇāmaiyiṉ,uṇ[DEDR600],neg.|obl.|v.n.,
,uṇṇāḷ,uṇ[DEDR600],f.sg.|neg.,
,uṇṇāṉ,uṇ[DEDR600],m.sg.|neg.,
,uṇṇiya,uṇ[DEDR600],inf.,
,uṇṇiyar,uṇ[DEDR600],inf.,
,uṇṇunar,uṇ[DEDR600],part.n.|i.a.|3.,
,uṇṇum,uṇ[DEDR600],pey.,
,uṇṇum,uṇ[DEDR600],sg.|3.,
,uṇpar,uṇ[DEDR600],part.n.|i.a.|3.,
,uṇpōr,uṇ[DEDR600],part.n.|i.a.|3.,
,uṇa,uṇ[DEDR600],inf.,
,uṇiya,uṇ[DEDR600],inf.,
,uṇīi,uṇ[DEDR600],abs.,
,uṇīiya,uṇ[DEDR600],inf.,
,uṇīiya,uṇ[DEDR600],p.a.|pey.,
,uṇīiya,uṇ[DEDR600],opt.,
,uṇīiyar,uṇ[DEDR600],inf.,
,uṇṭi,uṇ[DEDR600],n.,
,uṇavu,uṇ[DEDR600],n.,
,uṇā,uṇ[DEDR600],n.,
,uṇappaṭṭa,uṇ[DEDR600],p.a.|pey.,
uṇakku,,uṇakku[DEDR601],v.5.,to let dry
,uṇakkal,uṇakku[DEDR601],v.n.,
,uṇakkiya,uṇakku[DEDR601],p.a.|pey.,
,uṇakkum,uṇakku[DEDR601],pey.,
,uṇaṅku,uṇakku[DEDR601],v.5.|v.r.,
,uṇaṅka,uṇakku[DEDR601],inf.,
,uṇaṅkal,uṇakku[DEDR601],v.n.,
,uṇaṅkaliṉ,uṇakku[DEDR601],obl.,
,uṇaṅkum,uṇakku[DEDR601],pey.,
uṇar,,uṇar[DEDR603],v.4.|v.r.,"to perceive, to realise −"
,uṇar,uṇar[DEDR603],r.n.,
,uṇarka,uṇar[DEDR603],opt.,
,uṇarku,uṇar[DEDR603],sub.|sg.|1.,
,uṇarkuveṉ,uṇar[DEDR603],i.a.|sg.|1.,
,uṇartal,uṇar[DEDR603],v.n.,
,uṇarnta,uṇar[DEDR603],p.a.|pey.,
,uṇarntaṉaḷ,uṇar[DEDR603],f.sg.|p.a.,
,uṇarntaṉai,uṇar[DEDR603],p.a.|sg.|2.,
,uṇarntu,uṇar[DEDR603],abs.,
,uṇarntēṉ,uṇar[DEDR603],p.a.|sg.|1.,
,uṇarntōrkku,uṇar[DEDR603],part.n.|dat.|p.a.|3.,
,uṇarpa,uṇar[DEDR603],i.a.|pl.|3.,
,uṇarmati,uṇar[DEDR603],ipt.,
,uṇarveṉ,uṇar[DEDR603],,
,uṇara,uṇar[DEDR603],inf.,
,uṇarā,uṇar[DEDR603],n.pl.|neg.,
,uṇarā,uṇar[DEDR603],abs.|neg.,
,uṇarā,uṇar[DEDR603],neg.|pey.,
,uṇarāy,uṇar[DEDR603],neg.|sg.|2.,
,uṇarār,uṇar[DEDR603],neg.|3.,
,uṇarāḷ,uṇar[DEDR603],f.sg.|neg.,
,uṇarāṉ,uṇar[DEDR603],m.sg.|neg.,
,uṇarum,uṇar[DEDR603],pey.,
,uṇarēṉ,uṇar[DEDR603],neg.|sg.|1.,
,uṇarntamaiyiṉ,uṇar[DEDR603],obl.|p.a.|v.n.,
,uṇarntamaiyiṉ,uṇar[DEDR603],cond.,
,uṇar,uṇar[DEDR603],v.11.,
,uṇartta,uṇar[DEDR603],p.a.|pey.,
,uṇarttal,uṇar[DEDR603],v.n.,
,uṇarttiṉam,uṇar[DEDR603],p.a.|pl.|1.,
,uṇarttu,uṇar[DEDR603],abs.,
,uṇarttum,uṇar[DEDR603],pey.,
,uṇarvu,uṇar[DEDR603],n.,
utti,,utti[TL],n.,(not DEDR):  head-ornament
,utti,utti[TL],n.,
utti,,utti,n.,< Skt. yukti  combination
utavu,,utavu[DEDR609],v.5.,"to contribute, to help"
,utavā,utavu[DEDR609],neg.|pey.,
,utavātu,utavu[DEDR609],abs.|neg.,
,utavi,utavu[DEDR609],abs.,
,utaviya,utavu[DEDR609],p.a.|pey.,
,utaviyōy,utavu[DEDR609],part.n.|p.a.|sg.|2.,
,utavi,utavu[DEDR609],n.,
utiyaṉ,,utiyaṉ[TL],n.,Cēra title
,utiyañcēral,utiyaṉ[TL],p.n.,
utir,,utir[DEDR615],v.4.|v.r.|tr.,in to drop off
,utirtaliṉ,utir[DEDR615],obl.|v.n.,
,utirnta,utir[DEDR615],p.a.|pey.,
,utirntu,utir[DEDR615],abs.,
,utirpavai,utir[DEDR615],part.n.|n.pl.|i.a.,
,utirpu,utir[DEDR615],abs.,
,utirvaṉa,utir[DEDR615],n.pl.|i.a.,
,utira,utir[DEDR615],inf.,
,utirā,utir[DEDR615],abs.|neg.,
,utirum,utir[DEDR615],pey.,
,utirvai,utir[DEDR615],n.,
,utirtaru,utir[DEDR615],v.r.,
,utir,utir[DEDR615],v.11.|tr.,
,utirtta,utir[DEDR615],p.a.|pey.,
,utirttaliṉ,utir[DEDR615],obl.|v.n.,
,utirttu,utir[DEDR615],abs.,
,utirppa,utir[DEDR615],inf.,
utai,,utai[DEDR616],v.11.,to kick
,utaitta,utai[DEDR616],p.a.|pey.,
,utaittaliṉ,utai[DEDR616],obl.|v.n.,
,utaittu,utai[DEDR616],abs.,
,utaippa,utai[DEDR616],inf.,
,utaippu,utai[DEDR616],n.,
unti,,unti[DEDR624],n.,belly
unti,,unti[TL],n.,(not DEDR):  river
untai,,untai[DEDR3067],n.,your father
uppu,,uppu[DEDR2674],n.,salt
,uppiṉ,uppu[DEDR2674],obl.,
,uppai,uppu[DEDR2674],acc.,
-um,,-um,encl.,"and () (coordinating not only nouns, pronouns and clauses etc., but also sentences)"
umpal,,umpal[TL],p.n.,Ind. (not ; i.o.?):  of a place
ummai,,ummai[DEDR557],n.,other (previous or next) life
umaṇ,,umaṇ[DEDR2674],n.,salt-merchant
,umaṇar,umaṇ[DEDR2674],,
,umaṇarkku,umaṇ[DEDR2674],dat.,
umiḻ,,umiḻ[DEDR636],v.4.|v.r.,"to vomit, to spit"
,umiḻnta,umiḻ[DEDR636],p.a.|pey.,
,umiḻntu,umiḻ[DEDR636],abs.,
,umiḻpu,umiḻ[DEDR636],abs.,
umai,,umai,p.n.,< Skt. umā  Umā
uy,,uy[DEDR984],v.11.,to send
,uykkum,uy[DEDR984],,
,uytta,uy[DEDR984],p.a.|pey.,
,uyttaṉṟu,uy[DEDR984],n.sg.|p.a.,
,uyttaṉar,uy[DEDR984],p.a.|3.,
,uyttāṅku,uy[DEDR984],comp.|abs.,
,uytti,uy[DEDR984],sg.|2.,
,uyttu,uy[DEDR984],abs.,
,uytteṉa,uy[DEDR984],caus.|abs.,
,uymmār,uy[DEDR984],inf.,
uy,,uy[DEDR645],v.4.|v.r.,to live; to escape –
,uyka,uy[DEDR645],opt.,
,uykam,uy[DEDR645],sub.|pl.|1.,
,uykuvam,uy[DEDR645],i.a.|pl.|1.,
,uykuval,uy[DEDR645],i.a.|sg.|1.,
,uykuvaḷ,uy[DEDR645],f.sg.|i.a.,
,uyntaṉṟu,uy[DEDR645],n.sg.|p.a.,
,uyntaṉa,uy[DEDR645],n.pl.|p.a.,
,uyntaṉaṉ,uy[DEDR645],p.a.|sg.|1.,
,uyntaṉeṉ,uy[DEDR645],p.a.|sg.|1.,
,uyntu,uy[DEDR645],abs.,
,uyya,uy[DEDR645],inf.,
,uya,uy[DEDR645],inf.,
,uyyaleṉ,uy[DEDR645],neg.|sg.|1.,
,uyyaṉ,uy[DEDR645],neg.|sg.|1.,
,uyyā,uy[DEDR645],neg.|pey.,
,uyyā,uy[DEDR645],neg.|pey.,
,uyyām,uy[DEDR645],neg.|pl.|1.,
,uyyāmai,uy[DEDR645],neg.|v.n.,
,uyyāmaiyiṉ,uy[DEDR645],neg.|obl.|v.n.,
,uyyum,uy[DEDR645],pey.,
,uyyēṉ,uy[DEDR645],neg.|sg.|1.,
,uyvaṉ,uy[DEDR645],i.a.|sg.|1.,
,uyal,uy[DEDR645],v.n.,
,uyaṟku,uy[DEDR645],dat.|v.n.,
,uyvu,uy[DEDR645],n.,
uyakkam,,uyakkam[DEDR3793],n.,distress
,uyakattu,uyakkam[DEDR3793],obl.,
,uyakkamōṭ’,uyakkam[DEDR3793],san.|soc.,
,°uyakku,uyakkam[DEDR3793],v.5.,
,uyakki,uyakkam[DEDR3793],abs.,
,uyaṅku,uyakkam[DEDR3793],v.5.|v.r.,
,uyaṅka,uyakkam[DEDR3793],inf.,
,uyaṅkal,uyakkam[DEDR3793],v.n.,
,uyaṅki,uyakkam[DEDR3793],abs.,
,uyaṅkiya,uyakkam[DEDR3793],p.a.|pey.,
,uyaṅkiṉṟu,uyakkam[DEDR3793],n.sg.|p.a.,
,uyaṅkiṉai,uyakkam[DEDR3793],p.a.|sg.|2.,
,uyaṅkuti,uyakkam[DEDR3793],sub.|sg.|2.,
,uyaṅkutoṟum,uyakkam[DEDR3793],indef.,
,uyaṅkum,uyakkam[DEDR3793],pey.,
,uyaṅkuvam,uyakkam[DEDR3793],i.a.|pl.|1.,
uyar,,uyar[DEDR646],v.4.|v.r.,/5. to be high −
,uyarnta,uyar[DEDR646],p.a.|pey.,
,uyarntaṉṟu,uyar[DEDR646],n.sg.|p.a.,
,uyarntaṉṉa,uyar[DEDR646],comp.|pey.,
,uyarntu,uyar[DEDR646],abs.,
,uyarntōr,uyar[DEDR646],part.n.|p.a.|3.,
,uyarntōrkku,uyar[DEDR646],part.n.|dat.|p.a.|3.,
,uyariya,uyar[DEDR646],inf.,
,uyariyar,uyar[DEDR646],inf.,
,uyari,uyar[DEDR646],abs.,
,uyariya,uyar[DEDR646],p.a.|pey.,
,uyar,uyar[DEDR646],v.11.,
,uyartta,uyar[DEDR646],p.a.|pey.,
,uyarpu,uyar[DEDR646],n.,
,uyarvu,uyar[DEDR646],n.,
,uyarnilai,uyar[DEDR646],,
uyal,,uyal[DEDR731],v.3.|v.r.,"to move, sway (cf. parallel in Pati. 517) –"
uyavu,,uyavu[DEDR3793],r.n.,suffering
,uyā,uyavu[DEDR3793],n.,
,uyāvuṟu,uyavu[DEDR3793],,
,uyavu,uyavu[DEDR3793],v.5.|v.r.,
,uyaval,uyavu[DEDR3793],v.n.,
,uyaviṉeṉ,uyavu[DEDR3793],p.a.|sg.|1.,
,uyavum,uyavu[DEDR3793],pey.,
,uyavutōṟu,uyavu[DEDR3793],,
,uyā,uyavu[DEDR3793],n.,
uyir,,uyir[DEDR645],r.n.,life(-breath)
,uyirkku,uyir[DEDR645],dat.,
,uyiroṭu,uyir[DEDR645],soc.,
,uyirōṭ’,uyir[DEDR645],san.|soc.,
,uyiriṉum,uyir[DEDR645],comp.,
,uyirai,uyir[DEDR645],acc.,
,uyiram,uyir[DEDR645],pron.n.|pl.|1.,
,uyiriṉaḷ,uyir[DEDR645],pron.n.|f.sg.,
,uyiriṉai,uyir[DEDR645],pron.n.|sg.|2.,
,uyir,uyir[DEDR645],v.11.|v.r.,
,uyirkkum,uyir[DEDR645],pey.,
,uyirtta,uyir[DEDR645],p.a.|pey.,
,uyirttaṉṉa,uyir[DEDR645],comp.|pey.,
,uyirttaṉa,uyir[DEDR645],n.pl.|p.a.,
,uyirttaṉaḷ,uyir[DEDR645],f.sg.|p.a.,
,uyirttaṉaṉ,uyir[DEDR645],m.sg.|p.a.,
,uyirttu,uyir[DEDR645],abs.,
,uyirttāṅku,uyir[DEDR645],comp.|abs.,
,uyirttāaṅku,uyir[DEDR645],comp.|abs.,
,uyirttōṉ,uyir[DEDR645],part.n.|m.sg.|p.a.,
,uyirnta,uyir[DEDR645],p.a.|pey.,
,uyirppa,uyir[DEDR645],inf.,
,uyirppiṉ,uyir[DEDR645],cond.,
,uyirpu,uyir[DEDR645],abs.,
,uyirā,uyir[DEDR645],abs.|neg.,
,uyiṟā,uyir[DEDR645],abs.,
,uyiriya,uyir[DEDR645],inf.,
,uyiriyar,uyir[DEDR645],inf.,
,uyirēṉ,uyir[DEDR645],neg.|sg.|1.,
,uyirppaṭṭa,uyir[DEDR645],p.a.|pey.,
,uyirppu,uyir[DEDR645],n.,
,uyirppiṉ,uyir[DEDR645],obl.,
urappu,,urappu[DEDR649],n.,harshness (only here) 109.8°
,uram,urappu[DEDR649],n.,
,uraṉ,urappu[DEDR649],n.,
,uraṉoṭu,urappu[DEDR649],soc.,
,uravu,urappu[DEDR649],r.n.,
,uravōr,urappu[DEDR649],pron.n.|3.,
,uravu,urappu[DEDR649],v.5.,
,urāa,urappu[DEDR649],abs.,
ural,,ural[DEDR651],n.,mortar
,urala,ural[DEDR651],adj.,
uraṟṟu,,uraṟṟu[DEDR648],v.5.|v.r.,to roar –
,uraṟu,uraṟṟu[DEDR648],v.5.|v.r.,
,uraṟa,uraṟṟu[DEDR648],inf.,
,uraṟi,uraṟṟu[DEDR648],abs.,
,uraṟum,uraṟṟu[DEDR648],pey.,
uri,,uri[DEDR652],n.,snake skin stripped off; skin
,urivai,uri[DEDR652],n.,
,urivaiyiṉ,uri[DEDR652],obl.,
,uri,uri[DEDR652],v.11.|tr.,
,urittaṉṉa,uri[DEDR652],comp.|pey.,
,uri,uri[DEDR652],v.4.|tr.,
,urivatu,uri[DEDR652],part.n.|n.sg.|i.a.,
uri-,,uri-[DEDR654],def.v.,()  to have the right
,uriyāḷaṉ,uri-[DEDR654],,
,urittu,uri-[DEDR654],n.sg.,
,urittaṉ,uri-[DEDR654],n.sg.|obl.,
,urittaṉiṉ,uri-[DEDR654],n.sg.|obl.,
,uritu,uri-[DEDR654],n.sg.,
,uritaṉiṉ,uri-[DEDR654],n.sg.|adv.|obl.,
,uritiṉiṉ,uri-[DEDR654],n.sg.|adv.|obl.,
,uriya,uri-[DEDR654],pron.n.|n.pl.,
,uriyatu,uri-[DEDR654],pron.n.|n.sg.,
,uriyam,uri-[DEDR654],pl.|1.,
,uriyar,uri-[DEDR654],3.,
,uriyaḷ,uri-[DEDR654],f.sg.,
,uriyaṉ,uri-[DEDR654],m.sg.,
,uriyir,uri-[DEDR654],pl.|2.,
,uriyīr,uri-[DEDR654],pl.|2.,
,uriyai,uri-[DEDR654],sg.|2.,
,urimai,uri-[DEDR654],n.,
,urimaiyiṉ,uri-[DEDR654],obl.,
uriñcu,,uriñcu[DEDR665],v.5.,to rub oneself
,uriñca,uriñcu[DEDR665],inf.,
,uriñci,uriñcu[DEDR665],abs.,
,uriñciya,uriñcu[DEDR665],p.a.|pey.,
,uriñcutoṟum,uriñcu[DEDR665],indef.,
,uriñu,uriñcu[DEDR665],v.5.,
,uriña,uriñcu[DEDR665],inf.,
,uriñiya,uriñcu[DEDR665],p.a.|pey.,
,uriñutoṟum,uriñcu[DEDR665],indef.,
,uruñcu,uriñcu[DEDR665],v.5.,
,uruñca,uriñcu[DEDR665],inf.,
,uruñciya,uriñcu[DEDR665],p.a.|pey.,
uru,,uru[TL],n.,(not DEDR):  fear
uru,,uru[DEDR657],r.n.,< Skt. rūpa-  form
,urupu,uru[DEDR657],n.,
,uruva(m),uru[DEDR657],n.,
,uruva,uru[DEDR657],n.,
,uruvam,uru[DEDR657],n.,
,uruvu,uru[DEDR657],n.,
,uruviṉ,uru[DEDR657],obl.,
,uruviṉa,uru[DEDR657],pron.n.|n.pl.,
,uru,uru[DEDR657],v.11.,
,urutta,uru[DEDR657],p.a.|pey.,
,uruttu,uru[DEDR657],abs.,
uru,,uru[DEDR656],v.11.,"to burn, smart, be angry"
,uruttu,uru[DEDR656],abs.,
,°uruntu,uru[DEDR656],v.5.,
,uruntiya,uru[DEDR656],p.a.|pey.,
,uruttu,uru[DEDR656],v.5.,
,uruttiya,uru[DEDR656],p.a.|pey.,
,uruppam,uru[DEDR656],n.,
,uruppu,uru[DEDR656],n.,
,uruppiṉ,uru[DEDR656],obl.,
,uruppoṭu,uru[DEDR656],soc.,
urukku,,urukku[DEDR661],v.5.|v.r.|tr.,to melt –
,urukki,urukku[DEDR661],abs.,
,urukkiya,urukku[DEDR661],p.a.|pey.,
,urukkuṟu,urukku[DEDR661],,
,uruku,urukku[DEDR661],v.5.|tr.,
,uruka,urukku[DEDR661],inf.,
,urukal,urukku[DEDR661],v.n.,
,urukātu,urukku[DEDR661],n.sg.|neg.,
,uruki,urukku[DEDR661],abs.,
,urukiya,urukku[DEDR661],p.a.|pey.,
,urukiṉ,urukku[DEDR661],cond.,
,urukum,urukku[DEDR661],pey.,
uruṅku,,uruṅku[TL],v.5.,(not DEDR; cf. Pari 4.42):  to eat
,uruṅkutal,uruṅku[TL],v.n.,
uruṭṭu,,uruṭṭu[DEDR664],v.5.,to roll
,uruṭṭunaḷ,uruṭṭu[DEDR664],part.n.|f.sg.|i.a.,
,uruṭṭum,uruṭṭu[DEDR664],pey.,
,uruṭṭupu,uruṭṭu[DEDR664],abs.,
urum,,urum[DEDR718],n.,thunder
,urumiṉ,urum[DEDR718],obl.,
,urumiṉum,urum[DEDR718],comp.,
,urumoṭu,urum[DEDR718],soc.,
,urumōṭ‘,urum[DEDR718],san.|soc.,
,urumiṉa,urum[DEDR718],pron.n.|n.pl.,
,urumu,urum[DEDR718],n.,
urumpu,,urumpu[DEDR656],n.,exasperation
uruvu,,uruvu[DEDR652],v.5.,"to strip, to unsheath; to rub"
,uruva,uruvu[DEDR652],inf.,
,urīi,uruvu[DEDR652],abs.,
,urīiya,uruvu[DEDR652],p.a.|pey.,
uruḷ,,uruḷ[DEDR664],r.n.,(a):  wheel
,uruḷ,uruḷ[DEDR664],v.2.|v.r.,
,uruḷa,uruḷ[DEDR664],inf.,
,uruḷiya,uruḷ[DEDR664],inf.,
,uruḷum,uruḷ[DEDR664],pey.,
urai,,urai[DEDR365],v.11.|v.r.,to grate –
,uraii,urai[DEDR365],abs.,
,uraiiya,urai[DEDR365],inf.,
,uraiiya,urai[DEDR365],p.a.|pey.,
,uraitta,urai[DEDR365],p.a.|pey.,
,uraittaliṉ,urai[DEDR365],obl.|v.n.,
,uraippa,urai[DEDR365],inf.,
urai,,urai[DEDR648],r.n.,word
,uraiyoṭu,urai[DEDR648],soc.,
,uraiya,urai[DEDR648],pron.n.|n.pl.,
,urai,urai[DEDR648],v.11.|v.r.,
,urai,urai[DEDR648],ipt.,
,uraii,urai[DEDR648],abs.,
,uraiiyar,urai[DEDR648],opt.,
,uraikkal,urai[DEDR648],v.n.,
,uraikku,urai[DEDR648],sub.|sg.|1.,
,uraikkunar,urai[DEDR648],part.n.|i.a.|3.,
,uraikkum,urai[DEDR648],,
,uraitta,urai[DEDR648],part.n.|n.pl.|p.a.,
,uraittatu,urai[DEDR648],part.n.|n.sg.|p.a.,
,uraittal,urai[DEDR648],v.n.,
,uraittaṉṟu,urai[DEDR648],n.sg.|p.a.,
,uraittaṉam,urai[DEDR648],p.a.|pl.|1.,
,uraittaṉaḷ,urai[DEDR648],f.sg.|p.a.,
,uraittaṉaṉ,urai[DEDR648],m.sg.|p.a.,
,uraittaṉeṉ,urai[DEDR648],p.a.|sg.|1.,
,uraitticiṉ,urai[DEDR648],opt.,
,uraittu,urai[DEDR648],abs.,
,uraitteṉa,urai[DEDR648],caus.|abs.,
,uraittōr,urai[DEDR648],part.n.|p.a.|3.,
,uraittōṉ,urai[DEDR648],part.n.|m.sg.|p.a.,
,uraippa,urai[DEDR648],inf.,
,uraippa,urai[DEDR648],n.pl.|i.a.,
,uraippal,urai[DEDR648],sg.|1.,
,uraippiṉ,urai[DEDR648],cond.,
,uraippu,urai[DEDR648],abs.,
,uraimati,urai[DEDR648],ipt.,
,uraimiṉ,urai[DEDR648],ipt.,
,uraimō,urai[DEDR648],ipt.,
,uraiyal,urai[DEDR648],ipt.|neg.,
,uraiyar,urai[DEDR648],opt.,
,uraiyā,urai[DEDR648],neg.|pey.,
,uraiyām,urai[DEDR648],neg.|pl.|1.,
,uraiyāy,urai[DEDR648],neg.|sg.|2.,
,uraiyāy,urai[DEDR648],ipt.,
,uraiyār,urai[DEDR648],neg.|3.,
,uraiyāṭu,urai[DEDR648],,
,uraiyāṭuval,urai[DEDR648],i.a.|sg.|1.,
ula,,ula[DEDR671],v.12.,to die
,ulakkum,ula[DEDR671],pey.,
,ulanta,ula[DEDR671],p.a.|pey.,
